"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed","Depends on","Number of Comments","Opened","Priority","OS","Hardware","Votes"
533587,"Platform","Resources","platform-resources-inbox","NEW"," ---","Allow the native (static) splash screen to be environment language aware for e4 RCP applications.","2018-04-15 16:31:39",,1,"2018-04-15 16:23:36","P3","All","All",0
532677,"Platform","Resources","platform-resources-inbox","NEW"," ---","IResource.copy() does not copy the hidden flag","2018-03-20 15:02:11",,1,"2018-03-20 15:02:11","P3","Windows 7","PC",0
532593,"Platform","Resources","platform-resources-inbox","NEW"," ---","A headless application to trigger workspace build","2018-03-19 07:37:05",,1,"2018-03-19 07:37:05","P3","All","All",0
532590,"Platform","Resources","platform-resources-inbox","NEW"," ---","AliasManager does not update locationsMap, after deleting a virtual folder which contains linked folders, until after build job is complete.","2018-03-19 06:37:11",,3,"2018-03-19 05:54:32","P3","All","PC",0
531967,"Platform","Resources","platform-resources-inbox","NEW"," ---","Cannot compile code, compiler tries to find a file which isn't there","2018-03-04 02:54:32",,1,"2018-03-04 02:54:32","P3","Windows 10","PC",0
92123,"Platform","Resources","platform-resources-inbox","NEW"," ---","[prefs] Removal of project pref nodes","2018-03-02 00:02:14",,9,"2005-04-20 14:09:13","P3","Windows XP","PC",1
217489,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","Support IResourceDelta.COPIED_FROM on IResourceChangeListener","2018-02-07 07:33:54",,3,"2008-02-01 14:04:47","P3","Linux","PC",4
520280,"Platform","Resources","platform-resources-inbox","NEW"," ---","java.io.FileNotFoundException: /icons/full/elcl16/disconnect_co.gif","2018-02-05 09:17:55",,4,"2017-07-27 16:48:02","P3","Windows 10","PC",0
530691,"Platform","Resources","platform-resources-inbox","NEW"," ---","No choice in Windows menu from Eclipse for Web Browser","2018-02-03 09:49:23",,1,"2018-02-03 09:49:23","P3","Windows 10","PC",0
530345,"Platform","Resources","platform-resources-inbox","NEW"," ---","NullFileSystem can't handle Windows URI's","2018-01-26 00:03:18",,1,"2018-01-26 00:03:18","P3","Windows 10","PC",0
427421,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","NumberFormatException in periodic Workspace Save Job","2018-01-25 18:38:24",343977,24,"2014-02-04 18:33:50","P2","All","All",1
530209,"Platform","Resources","platform-resources-inbox","NEW"," ---","IResourceDelta for file mode change","2018-01-23 17:05:21",,3,"2018-01-23 15:33:48","P3","Mac OS X","PC",0
501306,"Platform","Resources","mikael.barbero","REOPENED"," ---","Deprecate RefreshProvider#installMonitor in favor of one taking an IProgressMonitor","2018-01-17 08:19:39","510494, 513255, 515341",11,"2016-09-13 04:38:18","P3","Mac OS X","PC",0
529853,"Platform","Resources","platform-resources-inbox","NEW"," ---","linking resources by drug-and-drop not working","2018-01-16 02:14:04",,1,"2018-01-16 02:14:04","P3","Windows 7","PC",0
529705,"Platform","Resources","platform-resources-inbox","NEW"," ---","Create again a project with RSE failed","2018-01-12 03:07:19",,1,"2018-01-12 03:07:19","P3","Windows 7","PC",0
525833,"Platform","Resources","platform-resources-inbox","NEW"," ---","Folder re-appears after folder had been moved","2018-01-09 10:42:55",,3,"2017-10-10 13:32:23","P3","Linux","PC",0
529209,"Platform","Resources","platform-resources-inbox","NEW"," ---","Editing feature file with cucumber shows ""Editor could not be initialized""","2018-01-04 16:16:29",,2,"2017-12-26 05:47:47","P3","Mac OS X","PC",0
529271,"Platform","Resources","platform-resources-inbox","NEW"," ---","NullFileSystem does not preserve URI","2017-12-28 06:03:24",,1,"2017-12-28 06:03:24","P3","Linux","PC",0
490110,"Platform","Resources","platform-resources-inbox","NEW"," ---","Provide a resource filter to filter nested projects","2017-12-22 06:14:13",,2,"2016-03-21 13:58:46","P3","All","All",3
174808,"Platform","Resources","platform-resources-inbox","NEW"," ---","There appears to be a time when a resource exists but is not local","2017-12-20 08:57:41",,2,"2007-02-20 12:05:37","P3","All","All",0
527926,"Platform","Resources","sptaszkiewicz","NEW"," ---","Add Automatic-Module-Name to MANIFEST.MF in Resources repository","2017-12-11 07:52:36",,1,"2017-11-29 15:17:38","P3","All","All",0
528315,"Platform","Resources","platform-resources-inbox","NEW"," ---","workspace_project_locations doesn't make use of its argument","2017-12-08 06:17:40",,1,"2017-12-08 06:17:40","P3","Linux","PC",0
327316,"Platform","Resources","platform-resources-inbox","NEW"," ---","Autodetect encoding of Files in Eclipse","2017-11-26 19:05:39",,13,"2010-10-08 05:14:31","P3","All","All",0
117727,"Platform","Resources","platform-resources-inbox","REOPENED"," ---","Stack Overflow error  in DeltaDataTree.java:815","2017-11-16 05:54:21",,8,"2005-11-23 10:12:06","P3","CentOS","PC",0
467365,"Platform","Resources","platform-resources-inbox","NEW"," ---","ResourceException in Resource.checkExists (342)","2017-11-14 03:57:49",,11,"2015-05-15 00:59:27","P3","All","All",0
233667,"Platform","Resources","platform-resources-inbox","NEW"," ---","IllegalStateException b/c removed preference in decorate()","2017-11-04 05:08:09",,4,"2008-05-23 09:45:57","P3","All","All",1
405336,"Platform","Resources","platform-resources-inbox","NEW"," ---","Test error in BasicAliasTest.testBug256837","2017-10-10 05:58:44",,12,"2013-04-10 04:17:54","P3","All","All",0
525748,"Platform","Resources","platform-resources-inbox","NEW"," ---","Provide a way to launch Eclipse with full build disabled","2017-10-09 12:50:11",,1,"2017-10-09 05:16:21","P3","Windows NT","PC",0
524893,"Platform","Resources","platform-resources-inbox","NEW"," ---","Speed up resource tests","2017-09-26 03:20:21",,1,"2017-09-26 03:20:21","P3","All","All",0
51538,"Platform","Resources","john.arthorne","ASSIGNED"," ---","Umbrella bug for sporadic test failures","2017-09-07 07:32:39","296805, 406829, 412644, 414490, 415878, 415879, 448014",63,"2004-02-10 15:45:29","P3","All","All",0
521898,"Platform","Resources","platform-resources-inbox","NEW"," ---","FileNotFoundException below org.eclipse.core.internal.localstore.Bucket.save()","2017-09-06 07:58:23",,7,"2017-09-06 02:22:46","P3","All","All",0
521530,"Platform","Resources","platform-resources-inbox","NEW"," ---","""You must allocate ticks using beginTask or setWorkRemaining before trying to consume them"" in CopyVisitor","2017-08-29 07:52:26",,1,"2017-08-29 07:52:26","P3","Windows NT","PC",0
486083,"Platform","Resources","platform-resources-inbox","NEW"," ---","AutoBuild might run into an infinite loop under certain conditions","2017-08-23 15:58:37",,27,"2016-01-19 02:33:48","P3","All","All",1
329657,"Platform","Resources","platform-resources-inbox","NEW"," ---","An active build blocks user task (like save)","2017-08-15 03:41:23",,35,"2010-11-08 03:51:41","P2","All","All",22
520746,"Platform","Resources","platform-resources-inbox","NEW"," ---","AbstractDataTree.handleNotFound crashes Eclipse startup","2017-08-09 14:38:27",,6,"2017-08-09 08:07:50","P3","All","PC",0
520753,"Platform","Resources","platform-resources-inbox","NEW"," ---","add a function to clean workspace from ""unsaved changes in the previous session"" that are corrupted","2017-08-09 14:38:27",,2,"2017-08-09 09:08:13","P3","Linux","All",0
132220,"Platform","Resources","platform-resources-inbox","REOPENED"," ---","faulty filesystem implementation prevents Eclipse from starting","2017-08-09 08:23:18",,13,"2006-03-16 13:45:10","P3","Windows XP","PC",0
519776,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","[builder] Potential infinite build loop in builder due to Synchronizer.setSyncInfo","2017-08-04 03:37:18",,5,"2017-07-17 13:19:32","P3","All","All",0
501997,"Platform","Resources","mikael.barbero","REOPENED"," ---","Investigate asynchronous installation/uninstallation of IRefreshMonitor on workspace resources","2017-07-30 16:19:35","508419, 514090",23,"2016-09-22 09:24:59","P3","Mac OS X","PC",0
519788,"Platform","Resources","platform-resources-inbox","NEW"," ---","[refactoring] WorkspacePreferences - use IPreferenceService to access preferences","2017-07-17 15:19:41",,2,"2017-07-17 15:16:51","P3","Mac OS X","PC",0
191525,"Platform","Resources","platform-resources-inbox","NEW"," ---","[content type] Content type system should recognize text files with unknown extensions","2017-07-12 07:32:16",,13,"2007-06-07 13:43:40","P3","Linux","PC",0
519534,"Platform","Resources","platform-resources-inbox","NEW"," ---","Define ""archives"" and ""zip"" content-types","2017-07-12 07:25:02",,1,"2017-07-12 05:19:19","P3","All","All",0
290431,"Platform","Resources","platform-resources-inbox","NEW"," ---","[Content Type] Enhance scalability of ContentType description process","2017-07-12 07:18:58",,3,"2009-09-24 11:52:39","P3","All","All",0
243966,"Platform","Resources","platform-resources-inbox","NEW"," ---","[contenttype] NPE creating content describer","2017-07-12 07:16:23",,3,"2008-08-12 21:58:30","P3","All","All",0
387472,"Platform","Resources","platform-resources-inbox","NEW"," ---","Provide way to invalidate/flush contentType cached in ContentDescriptionManager","2017-07-12 05:38:24",,2,"2012-08-17 08:06:49","P3","All","All",0
106832,"Platform","Resources","platform-resources-inbox","NEW"," ---","[content type] Add known content types","2017-07-12 05:22:37","155323, 519534",24,"2005-08-12 08:34:35","P3","Windows XP","PC",0
251786,"Platform","Resources","platform-resources-inbox","NEW"," ---","[Content Type] ContentTypeCatalog uses the first content type's description only","2017-07-12 04:56:44",,8,"2008-10-22 17:55:30","P3","Windows XP","PC",0
46297,"Platform","Resources","platform-resources-inbox","REOPENED"," ---","[Content Type] Support files without extensions","2017-07-12 04:47:52",,59,"2003-11-07 14:39:33","P3","All","All",75
518861,"Platform","Resources","platform-resources-inbox","NEW"," ---","Handle missing resource filter more graceful","2017-06-28 15:09:35",,3,"2017-06-27 18:07:26","P3","All","All",0
352867,"Platform","Resources","platform-resources-inbox","NEW"," ---","NPE in ElementTreeWriter.sortTrees when shutting down Eclipse","2017-06-28 02:53:28",,12,"2011-07-22 10:17:37","P3","Windows 7","PC",1
518632,"Platform","Resources","platform-resources-inbox","NEW"," ---","New maven project workspace location entry - multiple flaws","2017-06-22 08:07:16",,5,"2017-06-22 08:03:43","P3","Windows NT","PC",0
493912,"Platform","Resources","platform-resources-inbox","NEW"," ---","Full build after restart if no build occurred during session","2017-06-02 09:14:39",,5,"2016-05-18 11:21:27","P3","Windows 7","PC",1
359744,"Platform","Resources","platform-resources-inbox","NEW"," ---","Project location should be stored relative to workspace root if inside workspace","2017-05-26 09:45:23",,4,"2011-10-03 14:01:55","P3","All","All",5
22284,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","Cannot add markers to non IFiles","2017-05-19 12:27:23",37723,35,"2002-08-08 23:07:35","P4","All","All",21
479451,"Platform","Resources","platform-resources-inbox","NEW"," ---","Warn when a project does not have the encoding set and provide a quick fix to set it","2017-05-15 05:23:45",,1,"2015-10-09 12:07:55","P3","All","All",2
384473,"Platform","Resources","platform-resources-inbox","NEW"," ---","WorkManager locks even if scheduling rule is 'null' (was: [validateEdit] AbstractTextEditor.validateEditorInputState causes UI to freeze)","2017-05-11 12:48:15",,24,"2012-07-06 09:16:31","P3","All","All",2
499603,"Platform","Resources","platform-resources-inbox","NEW"," ---","New java project does not get created correctly on network share","2017-05-11 04:14:23",,3,"2016-08-12 08:09:09","P3","Windows 7","PC",0
361557,"Platform","Resources","platform-resources-inbox","NEW"," ---","Eclipse workspace corrupted after abnormal termination of app","2017-05-04 10:48:12",,4,"2011-10-20 11:16:23","P3","Windows 7","PC",0
300688,"Platform","Resources","platform-resources-inbox","NEW"," ---","JDT APIs throwing exceptions with workspace refresh set to auto","2017-04-20 08:34:40",,4,"2010-01-25 10:11:50","P3","Windows XP","PC",0
515356,"Platform","Resources","platform-resources-inbox","NEW"," ---","Handle failing session recovery better (invalid .snap files)","2017-04-18 02:04:53",,2,"2017-04-18 02:03:29","P3","Linux","PC",0
505968,"Platform","Resources","platform-resources-inbox","NEW"," ---","Pipe file causes hang","2017-04-07 09:18:11",,8,"2016-10-14 07:21:20","P3","Linux","PC",0
255511,"Platform","Resources","platform-resources-inbox","NEW"," ---","cannot create project on samba share","2017-04-05 03:53:56",,3,"2008-11-17 09:20:22","P3","Windows XP","PC",0
514446,"Platform","Resources","platform-resources-inbox","NEW"," ---","[Enhancement][Search] Problems encountered during text search","2017-03-29 19:13:14",,1,"2017-03-29 19:13:14","P3","Mac OS X","PC",0
512678,"Platform","Resources","platform-resources-inbox","NEW"," ---","UniversalUniqueIdentifier locks the UI","2017-02-24 05:40:13",,2,"2017-02-24 04:54:39","P3","Mac OS X","PC",0
512040,"Platform","Resources","platform-resources-inbox","NEW"," ---","Retire org.eclipse.core.tools.resources or make it buildable","2017-02-10 14:34:34",,3,"2017-02-10 09:16:13","P3","Linux","PC",0
511919,"Platform","Resources","platform-resources-inbox","NEW"," ---","Project#setDescription(): Project description always marked as changed, when resource filter is applied","2017-02-08 09:49:51",,1,"2017-02-08 09:49:51","P3","Linux","PC",0
511316,"Platform","Resources","platform-resources-inbox","NEW"," ---","Build order incorrect after renaming a project","2017-01-30 10:09:22",,1,"2017-01-30 10:09:22","P3","Windows 7","PC",0
39488,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","Filesystem can be caseSensitive on Windows and Mac","2017-01-22 02:51:39",,9,"2003-06-30 16:46:00","P5","All","All",4
509873,"Platform","Resources","platform-resources-inbox","NEW"," ---","Build All does not build all, multiple attempts required","2017-01-10 09:52:57",,7,"2017-01-03 13:43:03","P3","Mac OS X","Macintosh",0
509972,"Platform","Resources","platform-resources-inbox","NEW"," ---","Symbolic linked file not refreshed in workspace","2017-01-05 07:23:32",,3,"2017-01-05 06:01:06","P3","All","PC",0
465367,"Platform","Resources","platform-resources-inbox","NEW"," ---","RE in Bucket.load (303)","2017-01-05 03:49:50",,4,"2015-04-24 02:24:13","P3","All","All",0
508807,"Platform","Resources","platform-resources-inbox","NEW"," ---","eclipse freeze for 3 seconds when performing save operation","2016-12-07 13:07:13",,12,"2016-12-07 04:36:20","P3","Windows 7","PC",0
3328,"Platform","Resources","platform-resources-inbox","REOPENED"," ---","[resources] Data loss when disk is full (1GIX0JL)","2016-12-05 13:04:46",,23,"2001-10-10 22:53:18","P2","Windows NT","All",0
126121,"Platform","Resources","platform-resources-inbox","NEW"," ---","Parallelize Java build process","2016-11-15 10:11:43",,38,"2006-02-01 19:34:19","P3","All","All",50
506234,"Platform","Resources","platform-resources-inbox","NEW"," ---","Deadlock when trying to save text editor while building","2016-10-24 06:00:59",,2,"2016-10-19 14:22:52","P3","Windows 7","PC",0
89859,"Platform","Resources","platform-resources-inbox","NEW"," ---","[content type] Allow mapping of composite file extensions","2016-10-13 11:07:07",,12,"2005-03-31 12:58:56","P3","All","PC",8
501908,"Platform","Resources","platform-resources-inbox","NEW"," ---","Persistent markers don't work","2016-09-22 00:57:05",,1,"2016-09-21 07:18:13","P3","All","PC",0
501323,"Platform","Resources","platform-resources-inbox","NEW"," ---","Retire file system implementations for Unix","2016-09-14 10:13:03",,5,"2016-09-13 06:13:19","P3","All","PC",0
501001,"Platform","Resources","platform-resources-inbox","NEW"," ---","Local History settings exceptions","2016-09-08 00:53:54",,1,"2016-09-07 10:47:51","P3","All","PC",0
492260,"Platform","Resources","platform-resources-inbox","NEW"," ---","Copying a project with unresolved linked resources corrupts the project's loaded object-model","2016-08-26 09:42:41",,1,"2016-04-22 11:35:37","P3","Windows 7","PC",0
492263,"Platform","Resources","platform-resources-inbox","NEW"," ---","Infinite loop when copying a project with linked resources","2016-08-26 09:41:13",,1,"2016-04-22 12:00:38","P3","Windows 7","PC",0
386371,"Platform","Resources","platform-resources-inbox","NEW"," ---","Resource not found (Filename with whitespace)","2016-08-08 03:38:28",,3,"2012-08-01 04:38:11","P3","Windows 7","PC",0
136854,"Platform","Resources","platform-resources-inbox","NEW"," ---","[api][encoding] Autodetect files encoding and force BOM save to files","2016-07-26 21:32:46",,10,"2006-04-14 11:57:34","P4","Windows XP","PC",2
496794,"Platform","Resources","platform-resources-inbox","NEW"," ---","filterMatchers extension point should make description required or supply a default","2016-06-26 14:42:20",,1,"2016-06-26 14:42:20","P3","Linux","PC",0
413295,"Platform","Resources","platform-resources-inbox","NEW"," ---","Cannot detect when project is moved","2016-06-22 09:48:35",,4,"2013-07-19 03:11:03","P3","All","All",0
492386,"Platform","Resources","platform-resources-inbox","NEW"," ---","IProject::move() with REPLACE flag logs an internal error","2016-04-25 12:29:48",,1,"2016-04-25 12:29:39","P3","All","PC",0
482735,"Platform","Resources","platform-resources-inbox","NEW"," ---","Repeatable workspace corruption","2016-04-21 12:24:37",,20,"2015-11-20 19:29:52","P3","Linux","PC",0
491805,"Platform","Resources","platform-resources-inbox","NEW"," ---","Top-level IWorkspace#run() should notify immediately","2016-04-15 10:31:49",,1,"2016-04-15 10:31:49","P3","All","All",0
237344,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","[autorefresh] Leopard FSEvents RefreshProvider","2016-03-31 15:35:13",,7,"2008-06-16 15:45:12","P3","Mac OS X - Carbon (unsup.)","PC",6
245412,"Platform","Resources","platform-resources-inbox","NEW"," ---","[resources] Support physical nesting of projects","2016-03-21 14:00:10",44967,58,"2008-08-27 12:42:18","P3","All","All",44
245405,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","Support Workspace Description Files","2016-03-16 05:37:41",,5,"2008-08-27 11:57:52","P3","All","All",1
476448,"Platform","Resources","platform-resources-inbox","REOPENED"," ---","Local history doesn't work","2016-03-15 10:14:10",,9,"2015-09-02 10:35:28","P3","Linux","PC",0
489109,"Platform","Resources","platform-resources-inbox","NEW"," ---","Lower sequence number for root during periodic workspace save","2016-03-07 07:36:21",343977,2,"2016-03-07 01:44:48","P3","Windows 7","PC",0
488710,"Platform","Resources","platform-resources-inbox","NEW"," ---","Native hooks/polling for workspace refresh stops working after a while","2016-03-06 23:10:53",,5,"2016-02-29 12:45:42","P3","Mac OS X","PC",0
105022,"Platform","Resources","platform-resources-inbox","NEW"," ---","[content type] file specs should be case-sensitive","2016-02-26 05:32:10",,28,"2005-07-25 11:12:10","P3","Windows 2000","PC",3
417735,"Platform","Resources","platform-resources-inbox","NEW"," ---","Infinite build loop by bad interaction between Java builder, m2e builder and Subversive resource change listener","2016-01-09 18:04:51",,13,"2013-09-20 19:59:43","P3","Windows 7","PC",1
290318,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","need a means to represent dead symbolic links in resource tree","2015-12-18 09:45:10",,15,"2009-09-23 15:48:00","P3","Linux","All",0
483392,"Platform","Resources","platform-resources-inbox","NEW"," ---","Resource update","2015-12-01 10:59:08",,1,"2015-12-01 10:59:08","P3","Mac OS X","Macintosh",0
475223,"Platform","Resources","sptaszkiewicz","ASSIGNED"," ---","Data race on org.eclipse.core.internal.resources.ResourceInfo.flags","2015-11-16 16:47:45",,3,"2015-08-18 00:28:30","P3","Linux","PC",0
481508,"Platform","Resources","platform-resources-inbox","NEW"," ---","Project broken if custom location is set to workspace location, and then project is renamed.","2015-11-05 08:59:06",,1,"2015-11-05 08:59:06","P3","Windows 7","PC",0
479926,"Platform","Resources","platform-resources-inbox","NEW"," ---","Persistent builder infos get lost when builders were not initialized","2015-10-16 05:08:48",,1,"2015-10-16 04:29:18","P3","Mac OS X","PC",0
478488,"Platform","Resources","platform-resources-inbox","NEW"," ---","eclipse can't copy/paste directory from mounted archive","2015-09-27 04:13:17",,1,"2015-09-27 04:11:56","P3","Linux","PC",0
477444,"Platform","Resources","platform-resources-inbox","NEW"," ---","ClassCastException in ElementTreeIterator.iterate (ElementTreeIterator.java:122)","2015-09-15 16:15:25",,2,"2015-09-15 06:54:00","P3","All","All",0
477443,"Platform","Resources","platform-resources-inbox","NEW"," ---","Is IStringPoolParticipant still useful?","2015-09-15 06:51:23",,1,"2015-09-15 06:51:23","P3","Linux","PC",0
477441,"Platform","Resources","platform-resources-inbox","NEW"," ---","ElementTree incorrectly tries to override shareStrings","2015-09-15 06:46:36",,2,"2015-09-15 06:38:01","P3","Linux","PC",0
386916,"Platform","Resources","platform-resources-inbox","ASSIGNED"," ---","Renaming a project located outside the workspace that has a linked resource folder gives FileNotFoundException","2015-08-28 04:49:26",,5,"2012-08-09 06:31:02","P3","Windows 7","PC",1
475646,"Platform","Resources","platform-resources-inbox","NEW"," ---","Data race on org.eclipse.core.internal.resources.ProjectInfo.matcher","2015-08-23 01:01:45",,1,"2015-08-23 01:01:45","P3","Linux","PC",0
475642,"Platform","Resources","platform-resources-inbox","NEW"," ---","Data race inside org.eclipse.core.internal.utils.KeyedHashSet","2015-08-22 23:40:08",,1,"2015-08-22 23:40:08","P3","Linux","PC",0
475221,"Platform","Resources","platform-resources-inbox","NEW"," ---","Data race on org.eclipse.core.internal.dtree.DeltaDataTree.rootNode","2015-08-18 00:06:01",,1,"2015-08-18 00:06:01","P3","Linux","PC",0
473283,"Platform","Resources","platform-resources-inbox","NEW"," ---","Resource Filter is not working on certain files","2015-07-22 09:42:01",,2,"2015-07-22 09:40:31","P3","Mac OS X","Macintosh",0
